,address1,address2,MLS Number,sale_price,City,Sub Div,Type,Floor Plan Description,Bdrms,Baths Full,Baths Half,Year Built,Sqft Main,SQFT MAIN SOURCE,Below Grade Finished Sq Ft,Below Grade Finished Sq Ft Source,Lot Size,School District,Fireplace?,Fireplace Description,Basement,Basement Description,Garage/Parking?,Construction,Architecture,Roof,Lot Description,In Floodplain,Inside City Limits,Street Maintenance,Central Air,Heat,Cool,Water,Sewer,zip_code,lot_size
1762,1501 Wrangler Way,"Raymore, MO 64083",2178740,333000,Raymore,Stonegate,Single Family,1.5 Stories,4,3,1,1997,3267.0,Public Record,933,Other,92X130,Raymore-Peculiar,1,"Gas, Gas Starter, Hearth Room, Kitchen",1,"Finished, Full, Walk Out",1,"Brick Trim, Frame",Traditional,Composition,"City Lot, Cul-De-Sac",0,0,,1,Natural Gas,Central Electric,City/Public,City/Public,64083,0.2745638200183655
1763,1307 Mission Drive,"Raymore, MO 64083",2165423,333485,Raymore,Eagle Glen,Single Family,Ranch,3,2,0,2019,1733.0,Builder,0,Other,74X132,Raymore-Peculiar,1,"Gas, Great Room",1,"Daylight, Egress Window, Not Finished",1,"Frame, Wood Siding",Traditional,Composition,City Lot,0,0,"Pub Maint, Paved",1,Forced Air Electric,Central Electric,City/Public,City/Public,64083,0.22424242424242424
1764,7601 E 157th Street,"Belton, MO 64012",2203574,334000,Belton,Hardee Meadows,Single Family,Split Entry,4,2,1,2004,2600.0,Owner,0,Owner,.82 ac,Belton,1,"Great Room, Master Bedroom",1,"Finished, Walk Out",1,"Stucco, Vinyl Siding",Contemporary,Composition,"Acreage, City Lot, Level",0,1,Pub Maint,1,"Forced Air Gas, Heat Pump",Central Electric,City/Public,City/Public,64012,0.82
1765,23105 S Cleveland Avenue,"Peculiar, MO 64078",2187660,334000,Peculiar,Other,Single Family,Earth Contact,4,3,0,1994,2668.0,Public Record,0,Agent,10 ac,Raymore-Peculiar,1,"Family Room, Gas Starter, Wood Burning",0,Slab,1,"Stucco, Wood Siding","Contemporary, Traditional",Composition,"Acreage, Level, Pond(s), Treed",0,0,,1,Forced Air Electric,Central Electric,Rural,Septic,64078,10.0
1766,32106 E 179th Street,"Pleasant Hill, MO 64080",2207824,334250,Pleasant Hill,Other,Single Family,Earth Contact,3,2,1,1988,2190.0,Appraisal,0,Other,10 ac,Pleasant Hill,0,,0,Slab,1,"Frame, Lap",Traditional,Composition,"Acreage, Treed",0,-1,Paved,1,"Central Electric, Heat Pump","Central Electric, Heat Pump",Rural,"Aeration, Lagoon",64080,10.0
1767,323 Cold Water Lane,"Raymore, MO 64083",2197591,334422,Raymore,Alexander Creek,Single Family,Reverse 1.5 Story,2,2,0,1990,1652.0,Builder,0,Builder,"6,729",Raymore-Peculiar,1,Great Room,1,Full,1,Stucco & Frame,Traditional,Composition,City Lot,0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.15447658402203857
1768,22906 S Creekview Drive,"Peculiar, MO 64078",2136885,334900,Peculiar,Fox's Den,Single Family,2 Stories,5,4,1,2018,2200.0,Builder,600,Builder,9750,Raymore-Peculiar,1,Living Room,1,"Egress Window, Finished",1,"Lap, Stone & Frame",Traditional,Composition,City Lot,0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.2238292011019284
1769,2208 Alexandria Lane,"Pleasant Hill, MO 64080",2177372,334900,Pleasant Hill,Hickory Hills,Single Family,Ranch,3,2,0,2019,1718.0,Builder,0,Public Record,1 ac,Pleasant Hill,1,Great Room,1,"Daylight, Egress Window",1,"Stone Trim, Wood Siding",Traditional,Composition,Treed,0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64080,1.0
1770,1506 Winchester Drive,"Pleasant Hill, MO 64080",2206794,335000,Pleasant Hill,Hunters Ridge,Single Family,2 Stories,5,3,1,1999,2343.0,Public Record,634,Public Record,250X250,Pleasant Hill,1,"Family Room, Gas",1,"Finished, Full, Walk Out",1,"Board/Batten, Lap",Traditional,Composition,Estate Lot,0,0,,1,Natural Gas,Central Electric,City/Public,City/Public,64080,1.4348025711662076
1771,811 Sandpiper Street,"Raymore, MO 64083",2213708,335000,Raymore,Moon Valley,Single Family,Split Entry,4,3,0,2003,1858.0,Public Record,1105,Public Record,"36,900",Raymore-Peculiar,1,Great Room,1,"Finished, Walk Out",1,"Frame, Stone Veneer",Traditional,Composition,"Acreage, Corner Lot, Treed",0,0,,1,Heat Pump,"Central Electric, Heat Pump",City/Public,City/Public,64083,0.8471074380165289
1772,9502 E Seville Circle,"Peculiar, MO 64078",2196711,335000,Peculiar,South Crest,Single Family,1.5 Stories,5,3,0,1987,2950.0,Public Record,0,Public Record,"188,179",Raymore-Peculiar,1,"Insert, Living Room, Wood Burning",0,,1,"Brick & Frame, Vinyl Siding",Contemporary,Composition,"Treed, Wooded",0,0,,1,"Central Electric, Heat Pump","Central Electric, Other",City/Public,"Lagoon, Septic",64078,4.3199954086317724
1773,25122 Lone Pine Drive,"Cleveland, MO 64734",2178931,335000,Cleveland,Lone Pine,Single Family,Ranch,5,3,1,1975,1908.0,Public Record,1242,Agent,"172,933",Cass-Midway,1,"Family Room, Gas Starter, Living Room",1,"Finished, Walk Out",1,"Brick & Frame, Vinyl Siding",Traditional,Shake,"Acreage, Pond(s), Treed",0,1,Paved,1,"Central Electric, Central Gas","Attic Fan, Central Electric",City/Public,Septic,64734,3.9699954086317724
1775,11412 Shadow Glen Court,"Peculiar, MO 64078",2166196,336000,Peculiar,Shadow Glen,Single Family,2 Stories,4,3,2,2016,2582.0,Public Record,1014,Public Record,"49,223",Raymore-Peculiar,1,"Great Room, Hearth Room",1,"Egress Window, Finished, Full",1,"Stucco, Wood Siding",Traditional,Composition,"Acreage, Cul-De-Sac",0,0,,1,"Central Electric, Forced Air Electric",Central Electric,City/Public,City/Public,64078,1.1300045913682277
1776,1307 Belinder Drive,"Raymore, MO 64083",2155951,337300,Raymore,Eagle Glen,Single Family,2 Stories,4,2,1,2019,2121.0,Builder,0,Builder,78X127,Raymore-Peculiar,1,"Gas, Great Room",1,"Concrete, Daylight, Stubbed for Bath",1,"Frame, Wood Siding",Traditional,Composition,City Lot,0,1,"Pub Maint, Paved",1,Central Gas,Central Electric,City/Public,City/Public,64083,0.22741046831955922
1777,1803 Meadow Lane,"Pleasant Hill, MO 64080",2160794,338000,Pleasant Hill,Hunters Ridge,Single Family,1.5 Stories,4,3,1,2007,2915.0,,0,,1 ac,Pleasant Hill,1,"Gas, Great Room",1,"Egress Window, Full, Stubbed for Bath",1,"Stone & Frame, Stucco & Frame",Traditional,Composition,"Corner Lot, Level",0,0,,1,"Forced Air Electric, Heatpump/Gas","Central Electric, Heat Pump",City/Public,City/Public,64080,1.0
1778,1100 Buckeye Lane,"Pleasant Hill, MO 64080",2204740,338000,Pleasant Hill,Hickory Hills,Single Family,1.5 Stories,4,3,1,2005,2567.0,Public Record,81,Agent,"44,867",Pleasant Hill,1,"Gas Starter, Great Room, Wood Burning",1,"Full, Walk Out",1,Frame,Traditional,Composition,"City Limits, Corner Lot",0,1,,1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64080,1.0300045913682276
1779,1615 Grandshire Drive,"Raymore, MO 64083",2192348,339590,Raymore,Creekmoor - Cunningham,Single Family,Reverse 1.5 Story,4,3,0,2019,1411.0,Builder,918,Builder,9450,Raymore-Peculiar,1,"Family Room, Gas, Great Room, Living Room",1,"Finished, Full, Walk Out",1,Lap,Traditional,Composition,"City Lot, Cul-De-Sac, Level",0,1,Pub Maint,1,Central Electric,Central Electric,City/Public,City/Public,64083,0.21694214876033058
1780,12100 Canna Court,"Peculiar, MO 64078",2186550,339700,Peculiar,Olive Branch,Single Family,Ranch,3,2,0,2019,1635.0,Builder,0,Builder,"14,249",Raymore-Peculiar,1,"Gas, Zero Clearance",1,"Daylight, Full",1,"Stone Trim, Wood Siding",Traditional,Composition,"Cul-De-Sac, Level, Pond(s)",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64078,0.32711202938475664
1781,417 S Foxridge Drive,"Raymore, MO 64083",2197865,339900,Raymore,Eagle Glen,Single Family,Reverse 1.5 Story,3,3,0,2003,1740.0,Other,1740,Other,120X82,Raymore-Peculiar,1,Family Room,1,"Finished, Walk Out",1,Stucco,Traditional,Composition,"Adjoin Greenspace, City Lot, Treed",0,0,,1,Heat Pump,Central Electric,City/Public,City/Public,64083,0.22589531680440772
1782,2204 Alexandria Lane,"Pleasant Hill, MO 64080",2176921,339900,Pleasant Hill,Hickory Hills,Single Family,1.5 Stories,4,3,0,2008,2714.0,Builder,0,Agent,167X157,Pleasant Hill,1,"Living Room, Wood Burning",1,"Full, Stubbed for Bath, Walk Out",1,"Brick Trim, Cedar",Traditional,Composition,"City Lot, Treed",0,1,,1,Heat Pump,Heat Pump,City/Public - Verify,City/Public,64080,0.6019054178145087
1783,1611 Grandshire Drive,"Raymore, MO 64083",2103610,339950,Raymore,Creekmoor - Cunningham,Single Family,2 Stories,4,2,1,2018,2120.0,Builder,0,Builder,10000,Raymore-Peculiar,1,"Gas, Great Room",1,"Egress Window, Full, Stubbed for Bath",1,"Frame, Wood Siding",Traditional,Composition,City Lot,0,1,Paved,1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64083,0.2295684113865932
1784,1308 Wiltshire Boulevard,"Raymore, MO 64083",2225770,340000,Raymore,Creekmoor- Southern Hills at,Single Family,2 Stories,4,3,1,2006,2168.0,Public Record,1060,Public Record,13160,Raymore-Peculiar,1,Gas,1,"Finished, Full, Walk Out",1,Frame,A-Frame,Composition,City Lot,0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.3021120293847567
1785,23005 S Creekview Drive,"Peculiar, MO 64078",2161426,340000,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2018,1370.0,Builder,795,Builder,"11,806",Raymore-Peculiar,1,Great Room,1,"Finished, Full, Walk Out",1,"Stone & Frame, Wood Siding",Traditional,Composition,City Lot,0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.27102846648301193
1786,23720 S Southcrest Drive,"Peculiar, MO 64078",2172736,340000,Peculiar,South Crest,Single Family,1.5 Stories,3,3,0,2000,2339.0,Public Record,1300,Public Record,649X606,Raymore-Peculiar,1,Hearth Room,1,"Finished, Inside Entrance, Walk Out",1,"Frame, Wood Siding","A-Frame, Contemporary",Composition,"Acreage, Stream(s), Treed, Wooded",1,-1,Gravel,1,"Heat Pump, Propane Gas","Attic Fan, Heat Pump",Rural,"Lagoon, Septic",64078,9.02878787878788
1787,22312 S Cleveland Avenue,"Peculiar, MO 64078",2212525,340000,Peculiar,Other,Single Family,"Ranch, Reverse 1.5 Story",4,4,0,2013,1400.0,Public Record,1400,Public Record,"435,600",Raymore-Peculiar,0,,1,"Finished, Full, Walk Out",0,Frame,Traditional,Composition,"Acreage, Pond(s)",0,-1,,1,Propane Gas,Central Electric,Rural,Septic,64078,10.0
1788,4719 SW Raintree Drive,"Lee's Summit, MO 64082",2181031,340000,Lees Summit,Raintree Lake,Single Family,2 Stories,4,3,1,2014,2350.0,Public Record,0,Public Record,"11,858",Raymore-Peculiar,1,"Gas, Living Room",1,"Egress Window, Full",1,"Stone Trim, Stucco & Frame",Traditional,Composition,Level,0,0,,1,Natural Gas,"Central Electric, Heat Pump",City/Public,City/Public,64082,0.2722222222222222
1789,34701 E 235th Street,"Pleasant Hill, MO 64080",2174713,340000,Pleasant Hill,Other,Single Family,Raised Ranch,3,2,1,1992,1598.0,Public Record,574,Public Record,15 ac,East Lynne,1,"Living Room, Wood Burning",1,"Finished, Full, Walk Out",1,All Brick,,Composition,"Acreage, Wooded",1,0,,1,"Forced Air Gas, Propane Gas",Central Electric,Rural,Septic,64080,15.0
1790,23607 S Chadwick Drive,"Peculiar, MO 64078",2215654,340000,Peculiar,Chadwick Estates,Single Family,Raised Ranch,4,3,0,1994,1098.0,Owner,491,Owner,.4 ac,Raymore-Peculiar,1,"Basement, Living Room",1,"Finished, Full, Walk Out",1,Lap,Traditional,Composition,Acreage,0,-1,Pub Maint,1,Central Electric,"Attic Fan, Central Electric",Rural,Septic,64078,0.4
1792,1904 Verbena Avenue,"Greenwood, MO 64034",2157125,340465,Greenwood,Allendale Lake Meadows,Single Family,2 Stories,4,2,1,2019,2310.0,Builder,0,Other,1 ac,Lees Summit,1,Living Room,1,Not Finished,1,"Lap, Stone & Frame",Traditional,Composition,Cul-De-Sac,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64034,1.0
1793,17915 S Gibbons Road,"Pleasant Hill, MO 64080",2216377,341086,Pleasant Hill,Other,Single Family,Ranch,3,2,1,1977,1248.0,Public Record,708,Public Record,17915,Pleasant Hill,0,,1,"Concrete, Garage Entrance",1,"Frame, Vinyl Siding",Traditional,Composition,Acreage,0,-1,Gravel,1,Central Electric,Central Electric,Rural,Septic,64080,0.4112718089990817
1794,29700 E 291st Street,"Garden City, MO 64747",2189571,342000,Garden City,Other,Single Family,2 Stories,4,3,0,1909,2060.0,RPR,0,RPR,4 ac,Harrisonville,0,,1,Block,1,Other,Traditional,Composition,,0,-1,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64747,4.0
1795,21503 Murlo Circle,"Peculiar, MO 64078",2171089,342400,Peculiar,Tuscany,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2008,2620.0,Public Record,2400,Public Record,16748,Raymore-Peculiar,1,"Gas, Master Bedroom",1,"Finished, Walk Out",1,"Stucco, Vinyl Siding",Traditional,Composition,"City Lot, Cul-De-Sac",0,0,,1,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,64078,0.38448117539026627
1796,1200 Logan Drive,"Pleasant Hill, MO 64080",2165047,342500,Pleasant Hill,Ridge Tree,Single Family,Ranch,3,2,0,1990,1744.0,Builder,0,Builder,116X86,Pleasant Hill,1,"Gas, Great Room",1,"Egress Window, Not Finished, Walk Up",1,Brick & Frame,Traditional,Composition,"City Lot, Corner Lot",0,1,Pub Maint,1,Heatpump/Gas,"Central Electric, Heat Pump",City/Public,City/Public,64080,0.2290174471992654
1797,5000 SW Raintree Circle,"Lee's Summit, MO 64082",2203024,342500,Lees Summit,Raintree Lake,Single Family,"Ranch, Reverse 1.5 Story",4,2,1,2008,2200.0,Public Record,1000,Public Record,"15,600",Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Concrete, Daylight, Finished",1,"Stucco, Wood Siding",Traditional,Composition,"City Lot, Corner Lot, Cul-De-Sac",0,1,Paved,1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64082,0.3581267217630854
1798,1612 March Lane,"Raymore, MO 64083",2168109,342950,Raymore,Creekmoor - Cunningham,Single Family,1.5 Stories,3,2,1,2019,1880.0,Builder,0,Builder,"12,322",Raymore-Peculiar,1,Great Room,1,"Concrete, Egress Window, Stubbed for Bath",1,Lap,Traditional,Composition,City Lot,0,1,Pub Maint,1,"Central Electric, Central Gas",Central Electric,City/Public,City/Public,64083,0.28287419651056017
1799,1519 Johnston Drive,"Raymore, MO 64083",2196354,343000,Raymore,Eagle Glen,Single Family,2 Stories,4,2,1,2016,2609.0,Public Record,0,Public Record,9583,Raymore-Peculiar,1,"Gas, Gas Starter, Great Room",1,"Full, Stubbed for Bath, Walk Out",1,"Stone Trim, Wood Siding",Traditional,Composition,"City Lot, Corner Lot",0,1,Pub Maint,1,Heat Pump,Central Electric,City/Public,City/Public,64083,0.21999540863177228
1800,407 Shady Lane,"Pleasant Hill, MO 64080",2173059,343000,Pleasant Hill,Sugarland Estates West,Single Family,1.5 Stories,4,3,1,1998,2743.0,Public Record,1000,Public Record,15000,Pleasant Hill,1,"Gas, Living Room, Recreation Room",1,"Daylight, Finished, Walk Out",1,Wood Siding,Traditional,Composition,"Cul-De-Sac, Estate Lot, Level, Treed",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64080,0.3443526170798898
1801,421 SW Albatross Court,"Lee's Summit, MO 64082",2221848,344000,Lees Summit,Raintree Lake,Single Family,2 Stories,4,4,1,2000,2080.0,RPR,1020,RPR,75X130,Raymore-Peculiar,1,"Gas, Great Room",1,"Daylight, Finished, Walk Up",1,"Brick Trim, Wood Siding",Traditional,Composition,Level,0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64082,0.2238292011019284
1802,106 S Eastglen Drive,"Raymore, MO 64083",2208700,345000,Raymore,Eagle Glen,Single Family,2 Stories,5,3,1,0,2350.0,Owner,650,Owner,13838,Raymore-Peculiar,1,"Gas, Gas Starter, Great Room",1,"Daylight, Egress Window, Finished",1,"Brick Trim, Wood Siding",Traditional,Composition,"City Lot, Level",0,0,,1,Heatpump/Gas,"Attic Fan, Heat Pump",City/Public,City/Public,64083,0.31767676767676767
1803,26023 Skyline Drive,"Harrisonville, MO 64701",2187870,345000,Harrisonville,Sky Line Farms,Single Family,Ranch,5,3,0,2000,2040.0,Public Record,2040,Public Record,"130,680",Harrisonville,1,"Basement, Wood Burning",1,"Finished, Full, Walk Out",1,Brick & Frame,Traditional,Composition,Acreage,0,0,,1,Propane Gas,Central Electric,City/Public,Lagoon,64701,3.0
1804,26103 E 203rd Street,"Pleasant Hill, MO 64080",2175235,345000,Pleasant Hill,Pleasant Hill,Single Family,1.5 Stories,3,3,1,2005,2194.0,Owner,0,Agent,"250,470",Pleasant Hill,0,,1,"Concrete, Stubbed for Bath, Walk Out",1,Frame,Traditional,Composition,Acreage,0,-1,,1,"Central Electric, Heat Pump",Central Electric,City/Public - Verify,"Lagoon, Septic",64080,5.75
1806,1508 SW Fairfax Road,"Lee's Summit, MO 64083",2191072,346594,Lees Summit,Kensington Farms,Single Family,2 Stories,4,2,1,1990,2062.0,Builder,0,Builder,14531,Raymore-Peculiar,1,"Heat Circulator, Great Room",1,"Concrete, Full, Stubbed for Bath",1,"Board/Batten, Stone Veneer",Traditional,Composition,"City Limits, Cul-De-Sac, Level",0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.3335858585858586
1807,1305 Cooper Drive,"Raymore, MO 64083",2157511,346750,Raymore,Eagle Glen,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2018,1653.0,Builder,799,Builder,79X124,Raymore-Peculiar,1,Great Room,1,"Daylight, Finished",1,"Lap, Stone Trim",Traditional,Composition,"City Limits, City Lot",0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.2248852157943067
1808,1213 Wiltshire Boulevard,"Raymore, MO 64083",2241080,347000,Raymore,Creekmoor,Single Family,2 Stories,4,2,1,2005,2150.0,RPR,0,RPR,10481,Raymore-Peculiar,1,Great Room,1,Daylight,1,Stone & Frame,Traditional,Composition,City Lot,0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.24061065197428833
1809,22912 S Foxs Lane,"Peculiar, MO 64078",2218001,347000,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1405.0,Builder,875,Builder,"11,806",Raymore-Peculiar,1,Great Room,1,"Finished, Walk Out",1,"Stone & Frame, Wood Siding",Traditional,Composition,City Lot,0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.27102846648301193
1810,22616 Frontier Drive,"Peculiar, MO 64078",2206999,347000,Peculiar,Centennial Farms,Single Family,Split Entry,4,3,0,2020,1700.0,Builder,800,Builder,117X126,Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Finished, Walk Out",1,Stone & Frame,Traditional,Composition,"City Lot, Corner Lot",0,1,Pub Maint,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public - Verify,City/Public,64078,0.3384297520661157
1811,22905 S Fox's Lane,"Peculiar, MO 64078",2191514,349000,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1370.0,Builder,795,Builder,"11,806",Raymore-Peculiar,1,Great Room,1,"Finished, Full",1,"Stone & Frame, Wood Siding",Traditional,Composition,City Lot,0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.27102846648301193
1812,4824 SW Beckham Drive,"Lee's Summit, MO 64083",2157268,349632,Lees Summit,Kensington Farms,Single Family,Ranch,4,3,0,2019,1802.0,Builder,1000,Builder,7181,Raymore-Peculiar,0,,1,"Finished, Full, Stubbed for Bath",1,Stone Veneer,Traditional,Composition,,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.16485307621671258
1813,22605 Frontier Drive,"Peculiar, MO 64078",2222719,349900,Peculiar,Centennial Farms,Single Family,Ranch,4,3,0,2017,1713.0,Public Record,1200,Owner,.25 ac,Raymore-Peculiar,1,Gas,1,Full,1,"Stone & Frame, Stucco",,Composition,,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.25
1814,905 Terrace Drive,"Raymore, MO 64083",2221231,349900,Raymore,Moon Valley,Single Family,2 Stories,4,4,1,2005,2542.0,Public Record,998,Appraisal,12967,Raymore-Peculiar,1,"Gas, Living Room",1,Finished,1,"Stone Trim, Stucco",Traditional,Composition,"City Lot, Level",0,1,"Pub Maint, Paved",1,"Heat Pump, Natural Gas","Attic Fan, Central Electric",City/Public,City/Public,64083,0.29768135904499543
1815,12005 Astor Court,"Peculiar, MO 64078",2188733,349900,Peculiar,Olive Branch,Single Family,Ranch,3,2,0,2020,1816.0,Plans,0,Plans,"28,691",Raymore-Peculiar,1,Great Room,1,"Egress Window, Full, Not Finished",1,"Stone Trim, Wood Siding",Traditional,Composition,,0,1,"Pub Maint, Paved",1,Central Electric,Central Electric,City/Public,City/Public,64078,0.6586547291092746
1816,1614 Grandshire Drive,"Raymore, MO 64083",2188899,349950,Raymore,Creekmoor - Cunningham,Single Family,"Ranch, Reverse 1.5 Story",3,2,0,2019,1733.0,Builder,0,Builder,"17,492",Raymore-Peculiar,1,"Gas, Great Room",1,"Daylight, Not Finished, Stubbed for Bath",1,"Stone Trim, Wood Siding",Traditional,Composition,"City Lot, Level, Treed",0,1,"Pub Maint, Paved",1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64083,0.40156106519742885
